,Tanggal,Terakhir,Pembukaan,Tertinggi,Terendah,Vol.,Perubahan%
1219,16/07/2018,1.64,1.695,1.705,1.635,"55,58M","-2,67%"
1220,13/07/2018,1.685,1.64,1.695,1.625,"131,86M","4,01%"
1221,12/07/2018,1.62,1.55,1.63,1.55,"114,39M","4,85%"
1222,11/07/2018,1.545,1.57,1.59,1.54,"97,95M","-2,52%"
1223,10/07/2018,1.585,1.65,1.665,1.585,"112,51M","-3,06%"
1224,09/07/2018,1.635,1.58,1.665,1.58,"114,01M","4,47%"
1225,06/07/2018,1.565,1.53,1.625,1.505,"219,32M","2,62%"
1226,05/07/2018,1.525,1.61,1.61,1.52,"139,69M","-5,28%"
1227,04/07/2018,1.61,1.635,1.7,1.565,"201,14M","-1,23%"
1228,03/07/2018,1.63,1.9,1.9,1.625,"346,08M","-16,41%"
1229,02/07/2018,1.95,2.01,2.09,1.95,"76,66M","-2,26%"
1230,29/06/2018,1.995,1.83,2.03,1.825,"112,24M","9,62%"
1231,28/06/2018,1.82,1.93,1.935,1.82,"62,85M","-5,21%"
1232,27/06/2018,1.92,1.95,1.975,1.905,"35,60M","-1,29%"
1233,26/06/2018,1.945,1.98,1.98,1.92,"53,67M","-1,77%"
1234,25/06/2018,1.98,2.06,2.08,1.98,"53,31M","-2,46%"
1235,22/06/2018,2.03,2.05,2.11,2.03,"39,15M","-2,87%"
1236,21/06/2018,2.09,2.03,2.11,2.03,"69,72M","2,45%"
1237,20/06/2018,2.04,2.03,2.11,2.01,"94,60M","-1,92%"
1238,08/06/2018,2.08,2.09,2.18,2.07,"119,86M","-5,45%"
1239,07/06/2018,2.2,2.2,2.25,2.18,"55,40M","0,92%"
1240,06/06/2018,2.18,2.29,2.29,2.16,"80,14M","-3,11%"
1241,05/06/2018,2.25,2.24,2.32,2.2,"149,74M","2,74%"
1242,04/06/2018,2.19,2.1,2.22,2.09,"95,16M","5,80%"
1243,31/05/2018,2.07,2.16,2.18,2.07,"80,03M","-2,82%"
1244,30/05/2018,2.13,2.2,2.21,2.13,"104,85M","-4,48%"
1245,28/05/2018,2.23,2.1,2.27,2.07,"164,35M","7,21%"
1246,25/05/2018,2.08,2.2,2.26,2.06,"187,33M","-4,15%"
1247,24/05/2018,2.17,1.895,2.19,1.89,"200,55M","15,43%"
1248,23/05/2018,1.88,1.905,1.945,1.88,"43,89M","-1,31%"
1249,22/05/2018,1.905,1.95,1.975,1.905,"48,21M","-1,55%"
1250,21/05/2018,1.935,2.0,2.0,1.93,"61,09M","-2,27%"
1251,18/05/2018,1.98,1.915,2.01,1.89,"71,67M","3,94%"
1252,17/05/2018,1.905,1.94,1.95,1.905,"37,93M","-1,04%"
1253,16/05/2018,1.925,1.865,1.955,1.835,"69,67M","2,67%"
1254,15/05/2018,1.875,1.92,1.945,1.865,"82,77M","-2,09%"
1255,14/05/2018,1.915,1.965,1.98,1.905,"45,40M","-2,54%"
1256,11/05/2018,1.965,1.96,2.03,1.935,"106,88M","1,81%"
1257,09/05/2018,1.93,1.81,1.965,1.81,"119,48M","7,22%"
1258,08/05/2018,1.8,1.885,1.89,1.79,"64,87M","-4,76%"
1259,07/05/2018,1.89,1.935,1.95,1.88,"43,02M","-2,07%"
1260,04/05/2018,1.93,1.95,1.975,1.895,"50,46M","0,00%"
1261,03/05/2018,1.93,2.04,2.04,1.925,"54,31M","-5,39%"
1262,02/05/2018,2.04,1.985,2.11,1.96,"87,30M","2,77%"
1263,30/04/2018,1.985,2.1,2.12,1.955,"98,17M","-4,11%"
1264,27/04/2018,2.07,2.24,2.24,2.05,"116,30M","-6,33%"
1265,26/04/2018,2.21,2.24,2.26,2.17,"117,35M","-0,45%"
1266,25/04/2018,2.22,2.22,2.24,2.18,"84,66M","-2,20%"
1267,24/04/2018,2.27,2.3,2.3,2.24,"46,91M","0,89%"
1268,23/04/2018,2.25,2.33,2.34,2.24,"77,66M","-3,02%"
1269,20/04/2018,2.32,2.21,2.33,2.2,"135,09M","5,94%"
1270,19/04/2018,2.19,2.2,2.23,2.17,"65,14M","0,92%"
1271,18/04/2018,2.17,2.23,2.25,2.16,"66,78M","-1,81%"
1272,17/04/2018,2.21,2.3,2.3,2.19,"78,85M","-3,07%"
1273,16/04/2018,2.28,2.33,2.34,2.27,"41,37M","-1,30%"
1274,13/04/2018,2.31,2.37,2.37,2.31,"37,00M","-1,70%"
1275,12/04/2018,2.35,2.38,2.39,2.33,"28,60M","0,00%"
1276,11/04/2018,2.35,2.39,2.4,2.34,"50,58M","-0,84%"
1277,10/04/2018,2.37,2.37,2.4,2.34,"53,50M","0,42%"
1278,09/04/2018,2.36,2.34,2.36,2.32,"33,38M","0,00%"
1279,06/04/2018,2.36,2.38,2.38,2.32,"34,38M","-0,84%"
1280,05/04/2018,2.38,2.36,2.39,2.34,"38,20M","3,03%"
1281,04/04/2018,2.31,2.42,2.45,2.28,"94,39M","-3,35%"
1282,03/04/2018,2.39,2.3,2.42,2.28,"90,48M","3,46%"
1283,02/04/2018,2.31,2.37,2.37,2.28,"39,68M","0,43%"
1284,29/03/2018,2.3,2.28,2.3,2.2,"99,93M","0,88%"
1285,28/03/2018,2.28,2.36,2.39,2.26,"57,36M","-4,20%"
1286,27/03/2018,2.38,2.48,2.49,2.36,"70,12M","-2,06%"
1287,26/03/2018,2.43,2.31,2.45,2.29,"105,83M","5,19%"
1288,23/03/2018,2.31,2.22,2.31,2.2,"60,15M","0,43%"
1289,22/03/2018,2.3,2.24,2.34,2.24,"69,03M","0,88%"
1290,21/03/2018,2.28,2.28,2.33,2.26,"59,97M","1,33%"
1291,20/03/2018,2.25,2.2,2.29,2.12,"102,62M","1,81%"
1292,19/03/2018,2.21,2.27,2.28,2.21,"51,66M","-2,21%"
1293,16/03/2018,2.26,2.32,2.33,2.21,"122,16M","-1,74%"
1294,15/03/2018,2.3,2.38,2.41,2.3,"79,33M","-4,56%"
1295,14/03/2018,2.41,2.41,2.42,2.36,"50,16M","-0,41%"
1296,13/03/2018,2.42,2.52,2.53,2.4,"118,75M","-3,97%"
1297,12/03/2018,2.52,2.41,2.53,2.39,"120,14M","5,44%"
1298,09/03/2018,2.39,2.43,2.43,2.37,"71,72M","-1,65%"
1299,08/03/2018,2.43,2.46,2.48,2.41,"93,21M","-1,22%"
1300,07/03/2018,2.46,2.57,2.59,2.43,"95,96M","-4,28%"
1301,06/03/2018,2.57,2.64,2.64,2.57,"51,71M","-1,15%"
1302,05/03/2018,2.6,2.64,2.64,2.57,"70,24M","0,00%"
1303,02/03/2018,2.6,2.59,2.62,2.57,"71,42M","-0,38%"
1304,01/03/2018,2.61,2.67,2.7,2.6,"101,40M","-2,25%"
1305,28/02/2018,2.67,2.6,2.68,2.55,"131,31M","3,49%"
1306,27/02/2018,2.58,2.58,2.62,2.53,"84,19M","1,18%"
1307,26/02/2018,2.55,2.62,2.65,2.54,"54,63M","-2,30%"
1308,23/02/2018,2.61,2.68,2.7,2.59,"101,14M","-1,88%"
1309,22/02/2018,2.66,2.71,2.76,2.66,"100,91M","-2,21%"
1310,21/02/2018,2.72,2.63,2.74,2.62,"185,25M","3,42%"
1311,20/02/2018,2.63,2.63,2.66,2.56,"146,95M","0,77%"
1312,19/02/2018,2.61,2.56,2.64,2.56,"156,35M","3,16%"
1313,15/02/2018,2.53,2.54,2.56,2.47,"168,80M","1,20%"
1314,14/02/2018,2.5,2.37,2.52,2.37,"213,13M","5,93%"
1315,13/02/2018,2.36,2.37,2.44,2.36,"85,87M","0,43%"
1316,12/02/2018,2.35,2.36,2.39,2.33,"52,77M","0,43%"
1317,09/02/2018,2.34,2.33,2.4,2.32,"70,54M","-2,90%"
1318,08/02/2018,2.41,2.37,2.47,2.33,"83,82M","1,69%"
1319,07/02/2018,2.37,2.48,2.49,2.35,"94,86M","-1,25%"
1320,06/02/2018,2.4,2.31,2.41,2.24,"250,35M","0,00%"
1321,05/02/2018,2.4,2.35,2.46,2.34,"104,32M","-2,44%"
1322,02/02/2018,2.46,2.51,2.53,2.43,"114,04M","-1,99%"
1323,01/02/2018,2.51,2.64,2.67,2.51,"194,05M","-3,83%"
1324,31/01/2018,2.61,2.35,2.61,2.32,"258,36M","9,66%"
1325,30/01/2018,2.38,2.49,2.55,2.34,"183,40M","-4,42%"
1326,29/01/2018,2.49,2.62,2.64,2.49,"169,22M","-5,32%"
1327,26/01/2018,2.63,2.65,2.7,2.61,"107,74M","-0,75%"
1328,25/01/2018,2.65,2.69,2.71,2.57,"242,48M","-1,49%"
1329,24/01/2018,2.69,2.72,2.81,2.57,"466,68M","0,00%"
1330,23/01/2018,2.69,2.5,2.7,2.49,"373,84M","8,91%"
1331,22/01/2018,2.47,2.37,2.47,2.33,"210,98M","5,11%"
1332,19/01/2018,2.35,2.19,2.37,2.15,"350,80M","6,82%"
1333,18/01/2018,2.2,2.42,2.86,2.17,"746,11M","-6,78%"
1334,17/01/2018,2.36,1.895,2.36,1.895,"543,16M","25,53%"
1335,16/01/2018,1.88,1.77,1.885,1.765,"172,89M","6,52%"
1336,15/01/2018,1.765,1.795,1.8,1.76,"21,68M","-0,84%"
1337,12/01/2018,1.78,1.8,1.815,1.78,"17,71M","-1,11%"
1338,11/01/2018,1.8,1.825,1.835,1.79,"24,16M","-1,37%"
1339,10/01/2018,1.825,1.805,1.845,1.805,"42,84M","1,11%"
1340,09/01/2018,1.805,1.84,1.855,1.805,"40,46M","-1,90%"
1341,08/01/2018,1.84,1.79,1.87,1.785,"89,13M","2,79%"
1342,05/01/2018,1.79,1.74,1.79,1.74,"22,53M","1,70%"
1343,04/01/2018,1.76,1.73,1.76,1.73,"18,24M","0,28%"
1344,03/01/2018,1.755,1.765,1.77,1.725,"18,23M","-0,57%"
1345,02/01/2018,1.765,1.75,1.785,1.75,"20,50M","0,86%"
