,Tanggal,Terakhir,Pembukaan,Tertinggi,Terendah,Vol.,Perubahan%
490,13/07/2021,3.1399999999999997,1.01,1.02,990.0,"103,06M","-1,49%"
491,12/07/2021,1.01,1.025,1.03,1.01,"44,01M","-0,49%"
492,09/07/2021,1.015,1.01,1.03,1.0,"50,05M","0,50%"
493,08/07/2021,1.01,1.03,1.035,1.01,"69,39M","-1,94%"
494,07/07/2021,1.03,1.04,1.045,1.025,"59,22M","-0,96%"
495,06/07/2021,1.04,1.025,1.05,1.01,"125,47M","1,46%"
496,05/07/2021,1.025,1.04,1.045,1.02,"57,82M","-0,97%"
497,02/07/2021,1.035,1.02,1.045,1.01,"90,22M","2,48%"
498,01/07/2021,1.01,1.005,1.03,1.0,"69,73M","0,50%"
499,30/06/2021,1.005,1.0,1.02,995.0,"64,81M","0,50%"
500,29/06/2021,1.0,990.0,1.025,990.0,"94,04M","1,01%"
501,28/06/2021,3.1399999999999997,1.04,1.045,990.0,"134,19M","-4,35%"
502,25/06/2021,1.035,1.025,1.055,1.025,"129,53M","1,47%"
503,24/06/2021,1.02,1.045,1.05,1.01,"127,23M","-2,39%"
504,23/06/2021,1.045,1.075,1.075,1.045,"92,74M","-0,95%"
505,22/06/2021,1.055,1.07,1.08,1.045,"130,83M","0,00%"
506,21/06/2021,1.055,1.04,1.065,1.01,"204,12M","-0,47%"
507,18/06/2021,1.06,1.1,1.1,1.05,"208,03M","-4,07%"
508,17/06/2021,1.105,1.13,1.14,1.1,"142,70M","-2,64%"
509,16/06/2021,1.135,1.16,1.16,1.13,"128,83M","-2,16%"
510,15/06/2021,1.16,1.17,1.18,1.14,"125,63M","-0,43%"
511,14/06/2021,1.165,1.215,1.225,1.165,"223,94M","-4,12%"
512,11/06/2021,1.215,1.18,1.25,1.175,"559,54M","5,65%"
513,10/06/2021,1.15,1.125,1.15,1.11,"185,85M","2,68%"
514,09/06/2021,1.12,1.125,1.135,1.11,"92,48M","-0,44%"
515,08/06/2021,1.125,1.16,1.18,1.12,"185,69M","-3,02%"
516,07/06/2021,1.16,1.175,1.185,1.15,"115,52M","-0,85%"
517,04/06/2021,1.17,1.18,1.205,1.165,"153,45M","-0,85%"
518,03/06/2021,1.18,1.21,1.225,1.18,"165,47M","-1,67%"
519,02/06/2021,1.2,1.13,1.21,1.125,"457,02M","7,62%"
520,31/05/2021,1.115,1.135,1.15,1.085,"335,05M","-1,33%"
521,28/05/2021,1.13,1.13,1.165,1.115,"238,33M","0,89%"
522,27/05/2021,1.12,1.105,1.16,1.105,"980,86M","1,82%"
523,25/05/2021,1.1,1.065,1.13,1.06,"220,68M","4,27%"
524,24/05/2021,1.055,1.105,1.115,1.055,"105,36M","-4,52%"
525,21/05/2021,1.105,1.1,1.12,1.085,"82,12M","1,38%"
526,20/05/2021,1.09,1.11,1.13,1.085,"82,08M","-1,80%"
527,19/05/2021,1.11,1.14,1.14,1.1,"80,50M","-3,06%"
528,18/05/2021,1.145,1.115,1.15,1.105,"107,90M","1,33%"
529,17/05/2021,1.13,1.19,1.2,1.13,"317,87M","-7,00%"
530,11/05/2021,1.215,1.235,1.235,1.21,"38,89M","-2,02%"
531,10/05/2021,1.24,1.235,1.245,1.23,"27,14M","0,81%"
532,07/05/2021,1.23,1.265,1.27,1.23,"37,40M","-1,99%"
533,06/05/2021,1.255,1.25,1.28,1.25,"49,59M","0,40%"
534,05/05/2021,1.25,1.245,1.275,1.235,"73,21M","1,21%"
535,04/05/2021,1.235,1.255,1.26,1.225,"63,65M","-0,80%"
536,03/05/2021,1.245,1.24,1.255,1.225,"70,59M","1,63%"
537,30/04/2021,1.225,1.23,1.235,1.205,"47,57M","-0,41%"
538,29/04/2021,1.23,1.265,1.265,1.23,"69,51M","-2,38%"
539,28/04/2021,1.26,1.205,1.28,1.19,"97,64M","5,00%"
540,27/04/2021,1.2,1.21,1.215,1.185,"30,87M","-0,41%"
541,26/04/2021,1.205,1.235,1.24,1.2,"36,58M","-2,03%"
542,23/04/2021,1.23,1.215,1.25,1.2,"55,64M","0,82%"
543,22/04/2021,1.22,1.26,1.27,1.22,"54,52M","-2,40%"
544,21/04/2021,1.25,1.2,1.265,1.19,"138,35M","4,17%"
545,20/04/2021,1.2,1.195,1.205,1.18,"49,71M","0,84%"
546,19/04/2021,1.19,1.175,1.205,1.175,"55,56M","1,28%"
547,16/04/2021,1.175,1.205,1.21,1.17,"68,69M","-2,49%"
548,15/04/2021,1.205,1.215,1.22,1.19,"49,74M","-0,41%"
549,14/04/2021,1.21,1.195,1.215,1.18,"107,03M","2,54%"
550,13/04/2021,1.18,1.21,1.21,1.145,"199,39M","-4,07%"
551,12/04/2021,1.23,1.275,1.275,1.23,"144,80M","-6,82%"
552,09/04/2021,1.32,1.305,1.345,1.3,"55,19M","1,54%"
553,08/04/2021,1.3,1.295,1.305,1.29,"34,06M","0,00%"
554,07/04/2021,1.3,1.295,1.305,1.285,"27,80M","0,39%"
555,06/04/2021,1.295,1.285,1.295,1.27,"25,69M","1,17%"
556,05/04/2021,1.28,1.33,1.335,1.27,"61,31M","-2,66%"
557,01/04/2021,1.315,1.325,1.33,1.3,"30,49M","0,00%"
558,31/03/2021,1.315,1.325,1.34,1.29,"70,74M","-0,75%"
559,30/03/2021,1.325,1.38,1.385,1.325,"50,77M","-3,64%"
560,29/03/2021,1.375,1.37,1.405,1.36,"58,58M","1,10%"
561,26/03/2021,1.36,1.33,1.37,1.325,"45,42M","2,64%"
562,25/03/2021,1.325,1.35,1.37,1.31,"69,73M","-2,57%"
563,24/03/2021,1.36,1.37,1.38,1.355,"44,22M","-1,45%"
564,23/03/2021,1.38,1.4,1.41,1.375,"45,03M","-1,43%"
565,22/03/2021,1.4,1.42,1.425,1.39,"43,91M","-1,75%"
566,19/03/2021,1.425,1.4,1.425,1.375,"101,39M","1,42%"
567,18/03/2021,1.405,1.395,1.415,1.395,"60,25M","1,44%"
568,17/03/2021,1.385,1.39,1.405,1.38,"48,01M","-0,36%"
569,16/03/2021,1.39,1.42,1.42,1.39,"41,63M","-1,42%"
570,15/03/2021,1.41,1.425,1.43,1.395,"44,19M","0,00%"
571,12/03/2021,1.41,1.395,1.425,1.395,"43,48M","1,81%"
572,10/03/2021,1.385,1.39,1.4,1.38,"34,04M","0,73%"
573,09/03/2021,1.375,1.415,1.425,1.37,"72,34M","-2,48%"
574,08/03/2021,1.41,1.42,1.43,1.405,"47,16M","0,71%"
575,05/03/2021,1.4,1.42,1.43,1.395,"100,87M","-1,75%"
576,04/03/2021,1.425,1.465,1.465,1.42,"100,96M","-2,73%"
577,03/03/2021,1.465,1.48,1.485,1.455,"57,61M","-0,34%"
578,02/03/2021,1.47,1.475,1.515,1.46,"180,38M","0,68%"
579,01/03/2021,1.46,1.45,1.47,1.44,"57,60M","1,39%"
580,26/02/2021,1.44,1.43,1.455,1.42,"100,88M","-1,03%"
581,25/02/2021,1.455,1.45,1.475,1.44,"84,17M","2,11%"
582,24/02/2021,1.425,1.465,1.475,1.415,"82,91M","-1,72%"
583,23/02/2021,1.45,1.47,1.47,1.445,"43,56M","-0,34%"
584,22/02/2021,1.455,1.47,1.475,1.44,"63,83M","0,34%"
585,19/02/2021,1.45,1.45,1.46,1.425,"50,22M","0,00%"
586,18/02/2021,1.45,1.475,1.485,1.445,"54,96M","-1,02%"
587,17/02/2021,1.465,1.505,1.535,1.455,"184,84M","-2,66%"
588,16/02/2021,1.505,1.53,1.545,1.5,"169,85M","-0,99%"
589,15/02/2021,1.52,1.435,1.525,1.435,"231,36M","7,04%"
590,11/02/2021,1.42,1.41,1.445,1.395,"116,53M","1,07%"
591,10/02/2021,1.405,1.44,1.46,1.395,"159,00M","-1,75%"
592,09/02/2021,1.43,1.505,1.515,1.425,"191,69M","-4,35%"
593,08/02/2021,1.495,1.49,1.52,1.485,"108,39M","1,36%"
594,05/02/2021,1.475,1.48,1.49,1.46,"57,65M","1,03%"
595,04/02/2021,1.46,1.49,1.505,1.45,"106,03M","-1,68%"
596,03/02/2021,1.485,1.47,1.54,1.445,"245,63M","1,02%"
597,02/02/2021,1.47,1.48,1.505,1.44,"264,12M","1,03%"
598,01/02/2021,1.455,1.345,1.47,1.27,"397,90M","8,18%"
599,29/01/2021,1.345,1.41,1.435,1.305,"292,96M","-3,24%"
600,28/01/2021,1.39,1.455,1.515,1.385,"321,10M","-6,40%"
601,27/01/2021,1.485,1.54,1.555,1.44,"292,01M","-3,26%"
602,26/01/2021,1.535,1.625,1.66,1.51,"220,78M","-5,25%"
603,25/01/2021,1.62,1.68,1.68,1.605,"167,84M","-3,57%"
604,22/01/2021,1.68,1.765,1.77,1.675,"313,78M","-4,82%"
605,21/01/2021,1.765,1.76,1.82,1.71,"447,07M","1,73%"
606,20/01/2021,1.735,1.705,1.765,1.685,"207,44M","1,76%"
607,19/01/2021,1.705,1.81,1.82,1.67,"366,09M","-5,01%"
608,18/01/2021,1.795,1.775,1.88,1.735,"654,16M","1,13%"
609,15/01/2021,1.775,1.83,1.845,1.77,"623,84M","-1,93%"
610,14/01/2021,1.81,1.62,1.865,1.59,"1,07B","12,07%"
611,13/01/2021,1.615,1.62,1.645,1.605,"153,05M","0,31%"
612,12/01/2021,1.61,1.63,1.645,1.6,"128,22M","-0,92%"
613,11/01/2021,1.625,1.63,1.655,1.62,"164,19M","-0,91%"
614,08/01/2021,1.64,1.63,1.71,1.63,"544,96M","4,46%"
615,07/01/2021,1.57,1.56,1.6,1.555,"176,96M","0,64%"
616,06/01/2021,1.56,1.62,1.63,1.515,"288,88M","-2,50%"
617,05/01/2021,1.6,1.54,1.64,1.52,"715,75M","3,90%"
618,04/01/2021,1.54,1.54,1.585,1.54,"791,38M","-6,95%"
619,30/12/2020,1.655,1.73,1.74,1.655,"238,55M","-4,06%"
620,29/12/2020,1.725,1.8,1.81,1.72,"266,57M","-2,54%"
621,28/12/2020,1.77,1.69,1.775,1.63,"362,17M","7,27%"
622,23/12/2020,1.65,1.7,1.745,1.61,"302,78M","-1,79%"
623,22/12/2020,1.68,1.79,1.795,1.67,"350,30M","-6,41%"
624,21/12/2020,1.795,1.8,1.895,1.79,"387,45M","0,28%"
625,18/12/2020,1.79,1.79,1.825,1.755,"165,41M","0,00%"
626,17/12/2020,1.79,1.825,1.84,1.765,"207,15M","-1,10%"
627,16/12/2020,1.81,1.8,1.885,1.795,"452,25M","1,12%"
628,15/12/2020,1.79,1.725,1.835,1.695,"461,33M","4,37%"
629,14/12/2020,1.715,1.67,1.73,1.65,"297,42M","3,63%"
630,11/12/2020,1.655,1.7,1.715,1.64,"203,26M","-0,90%"
631,10/12/2020,1.67,1.73,1.735,1.63,"407,32M","-1,18%"
632,08/12/2020,1.69,1.49,1.71,1.47,"825,99M","15,36%"
633,07/12/2020,1.465,1.475,1.48,1.455,"116,68M","1,03%"
634,04/12/2020,1.45,1.46,1.465,1.43,"104,15M","-0,34%"
635,03/12/2020,1.455,1.46,1.485,1.45,"210,59M","1,04%"
636,02/12/2020,1.44,1.41,1.445,1.39,"244,20M","3,60%"
637,01/12/2020,1.39,1.39,1.435,1.335,"357,64M","0,00%"
638,30/11/2020,1.39,1.49,1.49,1.39,"405,83M","-6,71%"
639,27/11/2020,1.49,1.435,1.5,1.42,"220,10M","4,20%"
640,26/11/2020,1.43,1.415,1.43,1.405,"50,96M","1,06%"
641,25/11/2020,1.415,1.46,1.475,1.39,"194,35M","-1,74%"
642,24/11/2020,1.44,1.45,1.455,1.425,"121,09M","1,05%"
643,23/11/2020,1.425,1.415,1.445,1.41,"144,11M","1,42%"
644,20/11/2020,1.405,1.355,1.41,1.33,"329,59M","3,69%"
645,19/11/2020,1.355,1.365,1.385,1.335,"197,30M","-0,73%"
646,18/11/2020,1.365,1.28,1.37,1.275,"478,47M","7,48%"
647,17/11/2020,1.27,1.235,1.285,1.225,"273,91M","4,53%"
648,16/11/2020,1.215,1.19,1.22,1.19,"117,89M","2,97%"
649,13/11/2020,1.18,1.165,1.185,1.16,"73,55M","0,43%"
650,12/11/2020,1.175,1.205,1.21,1.165,"117,72M","-2,49%"
651,11/11/2020,1.205,1.18,1.23,1.17,"217,77M","2,55%"
652,10/11/2020,1.175,1.16,1.19,1.14,"239,76M","4,44%"
653,09/11/2020,1.125,1.115,1.125,1.1,"128,69M","2,27%"
654,06/11/2020,1.1,1.09,1.11,1.07,"124,22M","1,85%"
655,05/11/2020,1.08,1.065,1.085,1.065,"62,95M","2,86%"
656,04/11/2020,1.05,1.085,1.09,1.05,"71,76M","-2,33%"
657,03/11/2020,1.075,1.075,1.085,1.06,"80,93M","1,42%"
658,02/11/2020,1.06,1.05,1.07,1.045,"94,26M","-1,40%"
659,27/10/2020,1.075,1.105,1.115,1.075,"158,39M","-2,71%"
660,26/10/2020,1.105,1.065,1.105,1.065,"187,11M","3,76%"
661,23/10/2020,1.065,1.07,1.075,1.055,"64,54M","0,47%"
662,22/10/2020,1.06,1.055,1.09,1.04,"201,74M","0,00%"
663,21/10/2020,1.06,1.055,1.07,1.05,"76,20M","1,44%"
664,20/10/2020,1.045,1.065,1.08,1.045,"123,25M","-1,88%"
665,19/10/2020,1.065,1.04,1.065,1.035,"96,58M","3,40%"
666,16/10/2020,1.03,1.04,1.05,1.02,"86,55M","-0,48%"
667,15/10/2020,1.035,1.065,1.09,1.03,"159,97M","-2,82%"
668,14/10/2020,1.065,1.035,1.08,1.03,"186,58M","2,90%"
669,13/10/2020,1.035,1.005,1.05,990.0,"208,01M","3,50%"
670,12/10/2020,1.0,995.0,1.005,985.0,"153,56M","2,04%"
671,09/10/2020,3.1399999999999997,980.0,985.0,970.0,"60,13M","0,00%"
672,08/10/2020,3.1399999999999997,985.0,1.005,975.0,"213,95M","0,51%"
673,07/10/2020,3.1399999999999997,960.0,975.0,955.0,"111,55M","0,52%"
674,06/10/2020,3.1399999999999997,940.0,985.0,940.0,"188,14M","4,30%"
675,05/10/2020,3.1399999999999997,930.0,940.0,920.0,"73,23M","1,09%"
676,02/10/2020,3.1399999999999997,955.0,955.0,900.0,"202,32M","-3,66%"
677,01/10/2020,3.1399999999999997,935.0,965.0,925.0,"135,64M","3,24%"
678,30/09/2020,3.1399999999999997,950.0,960.0,905.0,"139,73M","-3,14%"
679,29/09/2020,3.1399999999999997,975.0,990.0,950.0,"96,79M","-1,55%"
680,28/09/2020,3.1399999999999997,1.005,1.015,965.0,"98,51M","-2,51%"
681,25/09/2020,3.1399999999999997,965.0,1.0,960.0,"138,13M","3,65%"
682,24/09/2020,3.1399999999999997,985.0,1.0,955.0,"133,95M","-4,48%"
683,23/09/2020,1.005,1.03,1.045,980.0,"133,46M","-1,47%"
684,22/09/2020,1.02,990.0,1.04,980.0,"116,84M","0,99%"
685,21/09/2020,1.01,1.04,1.06,1.0,"79,67M","-2,88%"
686,18/09/2020,1.04,1.04,1.08,1.04,"112,76M","-0,95%"
687,17/09/2020,1.05,1.08,1.1,1.035,"97,08M","-3,23%"
688,16/09/2020,1.085,1.105,1.12,1.08,"54,77M","-1,81%"
689,15/09/2020,1.105,1.145,1.155,1.1,"131,17M","-3,49%"
690,14/09/2020,1.145,1.12,1.15,1.11,"107,69M","3,62%"
691,11/09/2020,1.105,1.0,1.12,995.0,"230,43M","5,74%"
692,10/09/2020,1.045,1.07,1.08,1.045,"123,77M","-6,70%"
693,09/09/2020,1.12,1.17,1.17,1.11,"208,81M","-5,08%"
694,08/09/2020,1.18,1.23,1.24,1.175,"203,90M","-4,07%"
695,07/09/2020,1.23,1.27,1.275,1.22,"151,34M","-4,65%"
696,04/09/2020,1.29,1.285,1.295,1.265,"84,26M","-1,53%"
697,03/09/2020,1.31,1.335,1.34,1.295,"74,37M","-1,50%"
698,02/09/2020,1.33,1.3,1.33,1.28,"97,36M","3,50%"
699,01/09/2020,1.285,1.265,1.29,1.25,"77,01M","2,39%"
700,31/08/2020,1.255,1.325,1.34,1.255,"161,28M","-5,28%"
701,28/08/2020,1.325,1.315,1.34,1.315,"92,56M","0,76%"
702,27/08/2020,1.315,1.315,1.33,1.305,"61,15M","0,00%"
703,26/08/2020,1.315,1.34,1.35,1.31,"112,04M","-1,87%"
704,25/08/2020,1.34,1.32,1.35,1.31,"113,47M","1,90%"
705,24/08/2020,1.315,1.305,1.335,1.3,"176,42M","0,77%"
706,19/08/2020,1.305,1.25,1.305,1.245,"206,13M","4,82%"
707,18/08/2020,1.245,1.24,1.265,1.23,"99,43M","1,22%"
708,14/08/2020,1.23,1.23,1.25,1.225,"51,79M","-0,40%"
709,13/08/2020,1.235,1.23,1.245,1.22,"79,61M","1,23%"
710,12/08/2020,1.22,1.21,1.235,1.2,"124,32M","0,83%"
711,11/08/2020,1.21,1.21,1.23,1.205,"84,15M","0,00%"
712,10/08/2020,1.21,1.21,1.225,1.205,"53,61M","0,00%"
713,07/08/2020,1.21,1.255,1.255,1.2,"95,09M","-2,02%"
714,06/08/2020,1.235,1.24,1.26,1.235,"70,34M","0,00%"
715,05/08/2020,1.235,1.205,1.235,1.2,"83,86M","2,49%"
716,04/08/2020,1.205,1.19,1.23,1.19,"105,83M","0,42%"
717,03/08/2020,1.2,1.265,1.28,1.18,"192,59M","-5,14%"
718,30/07/2020,1.265,1.25,1.28,1.23,"221,13M","2,85%"
719,29/07/2020,1.23,1.22,1.25,1.205,"100,17M","0,82%"
720,28/07/2020,1.22,1.235,1.245,1.21,"56,84M","-0,81%"
721,27/07/2020,1.23,1.21,1.25,1.21,"67,58M","0,82%"
722,24/07/2020,1.22,1.25,1.26,1.21,"110,53M","-2,01%"
723,23/07/2020,1.245,1.235,1.27,1.225,"187,90M","2,05%"
724,22/07/2020,1.22,1.165,1.23,1.16,"414,50M","5,63%"
725,21/07/2020,1.155,1.145,1.17,1.145,"74,95M","1,32%"
726,20/07/2020,1.14,1.16,1.165,1.135,"54,88M","-1,72%"
727,17/07/2020,1.16,1.155,1.17,1.145,"50,23M","0,00%"
728,16/07/2020,1.16,1.16,1.17,1.15,"65,01M","0,43%"
729,15/07/2020,1.155,1.18,1.19,1.15,"97,70M","-0,86%"
730,14/07/2020,1.165,1.16,1.185,1.145,"104,25M","0,43%"
731,13/07/2020,1.16,1.14,1.165,1.14,"49,15M","2,20%"
732,10/07/2020,1.135,1.16,1.165,1.13,"80,85M","-2,16%"
733,09/07/2020,1.16,1.185,1.19,1.155,"143,61M","-0,85%"
734,08/07/2020,1.17,1.15,1.18,1.14,"213,14M","2,63%"
735,07/07/2020,1.14,1.14,1.155,1.13,"141,42M","0,44%"
736,06/07/2020,1.135,1.125,1.135,1.115,"72,60M","2,25%"
737,03/07/2020,1.11,1.13,1.14,1.11,"90,08M","-1,33%"
738,02/07/2020,1.125,1.145,1.15,1.12,"149,24M","-0,88%"
739,01/07/2020,1.135,1.135,1.15,1.11,"113,68M","0,00%"
740,30/06/2020,1.135,1.175,1.185,1.135,"280,96M","-1,30%"
741,29/06/2020,1.15,1.125,1.16,1.115,"201,77M","1,32%"
742,26/06/2020,1.135,1.105,1.16,1.1,"283,31M","4,13%"
743,25/06/2020,1.09,1.1,1.13,1.085,"168,84M","-3,54%"
744,24/06/2020,1.13,1.1,1.17,1.09,"293,98M","3,20%"
745,23/06/2020,1.095,1.045,1.1,1.04,"108,97M","3,30%"
746,22/06/2020,1.06,1.085,1.09,1.055,"78,74M","-1,85%"
747,19/06/2020,1.08,1.105,1.125,1.08,"131,00M","-2,70%"
748,18/06/2020,1.11,1.115,1.135,1.09,"138,14M","-1,33%"
749,17/06/2020,1.125,1.125,1.155,1.095,"234,78M","0,45%"
750,16/06/2020,1.12,1.02,1.125,1.02,"393,63M","12,56%"
751,15/06/2020,3.1399999999999997,1.045,1.06,995.0,"197,70M","-4,78%"
752,12/06/2020,1.045,1.015,1.06,960.0,"249,13M","1,46%"
753,11/06/2020,1.03,1.03,1.07,1.0,"206,16M","-0,96%"
754,10/06/2020,1.04,1.095,1.11,1.02,"272,86M","-5,02%"
755,09/06/2020,1.095,1.15,1.16,1.09,"276,53M","-1,35%"
756,08/06/2020,1.11,1.07,1.135,1.05,"393,28M","7,77%"
757,05/06/2020,1.03,965.0,1.03,945.0,"341,66M","7,85%"
758,04/06/2020,3.1399999999999997,980.0,1.03,950.0,"418,45M","-1,55%"
759,03/06/2020,3.1399999999999997,900.0,980.0,895.0,"544,27M","9,60%"
760,02/06/2020,3.1399999999999997,860.0,925.0,860.0,"244,43M","2,91%"
761,29/05/2020,3.1399999999999997,855.0,860.0,835.0,"266,71M","-2,82%"
762,28/05/2020,3.1399999999999997,890.0,905.0,870.0,"207,68M","0,00%"
763,27/05/2020,3.1399999999999997,900.0,910.0,870.0,"223,05M","-0,56%"
764,26/05/2020,3.1399999999999997,850.0,890.0,840.0,"198,11M","7,23%"
765,20/05/2020,3.1399999999999997,840.0,850.0,820.0,"86,72M","-1,19%"
766,19/05/2020,3.1399999999999997,850.0,860.0,835.0,"117,71M","0,60%"
767,18/05/2020,3.1399999999999997,810.0,840.0,800.0,"97,81M","5,70%"
768,15/05/2020,3.1399999999999997,820.0,830.0,780.0,"142,06M","-2,47%"
769,14/05/2020,3.1399999999999997,840.0,855.0,805.0,"145,35M","-5,26%"
770,13/05/2020,3.1399999999999997,820.0,870.0,815.0,"127,21M","0,00%"
771,12/05/2020,3.1399999999999997,895.0,900.0,850.0,"148,85M","-4,47%"
772,11/05/2020,3.1399999999999997,870.0,905.0,870.0,"332,70M","4,07%"
773,08/05/2020,3.1399999999999997,830.0,865.0,815.0,"318,83M","5,52%"
774,06/05/2020,3.1399999999999997,815.0,835.0,805.0,"178,52M","0,00%"
775,05/05/2020,3.1399999999999997,825.0,835.0,805.0,"121,35M","-0,61%"
776,04/05/2020,3.1399999999999997,850.0,850.0,810.0,"116,78M","-4,09%"
777,30/04/2020,3.1399999999999997,800.0,855.0,800.0,"180,20M","8,23%"
778,29/04/2020,3.1399999999999997,790.0,795.0,780.0,"39,80M","1,28%"
779,28/04/2020,3.1399999999999997,775.0,790.0,770.0,"42,48M","-0,64%"
780,27/04/2020,3.1399999999999997,775.0,790.0,760.0,"50,74M","1,95%"
781,24/04/2020,3.1399999999999997,785.0,800.0,760.0,"142,96M","0,00%"
782,23/04/2020,3.1399999999999997,775.0,800.0,760.0,"121,05M","0,65%"
783,22/04/2020,3.1399999999999997,755.0,775.0,730.0,"136,72M","0,00%"
784,21/04/2020,3.1399999999999997,800.0,800.0,760.0,"99,71M","-4,97%"
785,20/04/2020,3.1399999999999997,830.0,845.0,800.0,"114,85M","-3,59%"
786,17/04/2020,3.1399999999999997,825.0,845.0,820.0,"126,38M","3,73%"
787,16/04/2020,3.1399999999999997,830.0,840.0,800.0,"143,17M","-4,17%"
788,15/04/2020,3.1399999999999997,910.0,920.0,840.0,"285,13M","-6,67%"
789,14/04/2020,3.1399999999999997,850.0,900.0,835.0,"219,18M","8,43%"
790,13/04/2020,3.1399999999999997,800.0,860.0,800.0,"92,69M","-0,60%"
791,09/04/2020,3.1399999999999997,850.0,880.0,820.0,"172,43M","-2,34%"
792,08/04/2020,3.1399999999999997,900.0,915.0,855.0,"125,21M","-6,56%"
793,07/04/2020,3.1399999999999997,925.0,950.0,875.0,"307,01M","2,23%"
794,06/04/2020,3.1399999999999997,820.0,895.0,815.0,"297,29M","11,88%"
795,03/04/2020,3.1399999999999997,810.0,840.0,795.0,"199,17M","0,00%"
796,02/04/2020,3.1399999999999997,730.0,800.0,710.0,"176,09M","8,84%"
797,01/04/2020,3.1399999999999997,765.0,815.0,735.0,"148,07M","-5,16%"
798,31/03/2020,3.1399999999999997,750.0,790.0,745.0,"129,36M","6,16%"
799,30/03/2020,3.1399999999999997,745.0,745.0,710.0,"86,47M","-3,95%"
800,27/03/2020,3.1399999999999997,700.0,835.0,700.0,"316,42M","11,76%"
801,26/03/2020,3.1399999999999997,615.0,705.0,615.0,"284,92M","12,40%"
802,24/03/2020,3.1399999999999997,610.0,680.0,605.0,"200,61M","-6,92%"
803,23/03/2020,3.1399999999999997,695.0,695.0,650.0,"13,82M","-6,47%"
804,20/03/2020,3.1399999999999997,695.0,740.0,695.0,"230,65M","-6,71%"
805,19/03/2020,3.1399999999999997,745.0,750.0,745.0,"10,35M","-6,88%"
806,18/03/2020,3.1399999999999997,855.0,860.0,800.0,"74,15M","-6,43%"
807,17/03/2020,3.1399999999999997,860.0,870.0,855.0,"78,69M","-6,56%"
808,16/03/2020,3.1399999999999997,940.0,940.0,915.0,"50,02M","-6,63%"
809,13/03/2020,3.1399999999999997,960.0,1.04,935.0,"114,30M","-2,49%"
810,12/03/2020,1.005,1.07,1.07,1.0,"78,40M","-10,67%"
811,11/03/2020,1.125,1.205,1.21,1.12,"77,77M","-6,64%"
812,10/03/2020,1.205,1.17,1.24,1.17,"84,44M","2,99%"
813,09/03/2020,1.17,1.275,1.28,1.165,"87,32M","-13,01%"
814,06/03/2020,1.345,1.385,1.395,1.34,"56,32M","-5,61%"
815,05/03/2020,1.425,1.45,1.465,1.4,"64,95M","0,00%"
816,04/03/2020,1.425,1.33,1.435,1.32,"88,81M","5,95%"
817,03/03/2020,1.345,1.31,1.35,1.31,"90,61M","4,26%"
818,02/03/2020,1.29,1.29,1.35,1.27,"88,14M","0,78%"
819,28/02/2020,1.28,1.34,1.34,1.255,"151,19M","-7,58%"
820,27/02/2020,1.385,1.485,1.5,1.385,"80,70M","-7,36%"
821,26/02/2020,1.495,1.48,1.515,1.48,"42,89M","-0,33%"
822,25/02/2020,1.5,1.45,1.52,1.45,"54,57M","1,35%"
823,24/02/2020,1.48,1.5,1.51,1.48,"51,14M","-2,95%"
824,21/02/2020,1.525,1.545,1.555,1.52,"56,58M","-1,93%"
825,20/02/2020,1.555,1.53,1.58,1.52,"99,36M","1,63%"
826,19/02/2020,1.53,1.505,1.55,1.505,"70,15M","1,66%"
827,18/02/2020,1.505,1.495,1.52,1.49,"37,72M","0,67%"
828,17/02/2020,1.495,1.52,1.525,1.495,"37,34M","-1,64%"
829,14/02/2020,1.52,1.505,1.52,1.495,"47,55M","1,00%"
830,13/02/2020,1.505,1.495,1.525,1.48,"66,76M","0,67%"
831,12/02/2020,1.495,1.54,1.545,1.49,"82,71M","-2,61%"
832,11/02/2020,1.535,1.54,1.56,1.525,"55,09M","0,66%"
833,10/02/2020,1.525,1.53,1.535,1.5,"58,73M","-0,97%"
834,07/02/2020,1.54,1.52,1.555,1.5,"110,80M","1,32%"
835,06/02/2020,1.52,1.5,1.54,1.48,"119,39M","3,05%"
836,05/02/2020,1.475,1.53,1.585,1.445,"209,52M","-2,96%"
837,04/02/2020,1.52,1.7,1.71,1.52,"166,40M","-10,59%"
838,03/02/2020,1.7,1.68,1.725,1.675,"38,06M","-0,29%"
839,31/01/2020,1.705,1.81,1.82,1.705,"85,53M","-5,28%"
840,30/01/2020,1.8,1.805,1.84,1.795,"54,18M","0,28%"
841,29/01/2020,1.795,1.82,1.845,1.785,"53,93M","-0,83%"
842,28/01/2020,1.81,1.8,1.83,1.77,"61,80M","-0,28%"
843,27/01/2020,1.815,1.88,1.88,1.81,"49,09M","-3,46%"
844,24/01/2020,1.88,1.915,1.93,1.88,"51,59M","-1,83%"
845,23/01/2020,1.915,1.93,1.935,1.9,"29,50M","0,26%"
846,22/01/2020,1.91,1.955,2.0,1.905,"47,65M","-2,30%"
847,21/01/2020,1.955,1.95,1.98,1.94,"14,86M","-0,51%"
848,20/01/2020,1.965,2.04,2.04,1.95,"53,65M","-2,72%"
849,17/01/2020,2.02,2.06,2.06,2.02,"19,36M","-0,49%"
850,16/01/2020,2.03,2.04,2.07,2.02,"31,41M","-0,49%"
851,15/01/2020,2.04,2.09,2.1,2.01,"44,65M","-2,39%"
852,14/01/2020,2.09,2.08,2.12,2.07,"32,69M","0,00%"
